aptDong,aptNm,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landLeaseholdGbn,rgstDate,sggCd,slerGbn,umdNm
,군자주공9,1989,,,,"38,000",26,5,2022,중개거래,경기 안산단원구,39.66,3,967,N,,41273,,선부동
,e편한세상선부파크플레이스2차,2018,,,,"73,200",28,5,2022,중개거래,경기 안산단원구,84.98,13,1186,N,,41273,,선부동
,안산라프리모,2020,,,,"70,000",31,5,2022,중개거래,경기 안산단원구,84.9673,23,1188,N,,41273,,선부동
,푸르지오1차,2001,,,,"74,000",27,5,2022,중개거래,경기 안산단원구,95.4946,15,781,N,,41273,,고잔동
,군자주공15(고층),1993,,,,"38,700",15,5,2022,중개거래,경기 안산단원구 경기 안산상록구,49.94,12,1080,N,,41273,,선부동
,주공그린빌14단지,2002,,,,"31,500",30,6,2022,중개거래,경기 안산단원구,49.54,4,725,N,,41273,,초지동
,주공그린빌7,2001,,,,"54,400",28,6,2022,중개거래,경기 안산단원구 경기 안산상록구,75.56,10,776,N,,41273,,고잔동
,초지역메이저타운푸르지오에코단지,2019,,,,"75,000",28,6,2022,중개거래,경기 안산단원구,72.7437,14,1001,N,,41273,,원곡동
,공작한양(고층),1992,,,,"18,400",25,6,2022,중개거래,경기 안산단원구,28.215,4,1085,N,,41273,,선부동
,공작한양(고층),1992,,,,"19,700",7,6,2022,중개거래,경기 안산상록구,28.215,15,1085,N,,41273,,선부동
,주공8,1987,,,,"38,500",20,6,2022,중개거래,경기 안산단원구,61.52,11,671,N,,41273,,고잔동
,인썬캐슬,2013,,,,"33,000",16,6,2022,직거래,,84.27,4,780-4,N,,41273,,와동
,벽산블루밍,2004,,,,"46,900",29,6,2022,중개거래,경기 안산단원구,84.99,21,828-5,N,,41273,,원곡동
,벽산블루밍,2004,,,,"46,500",12,6,2022,중개거래,경기 안산단원구,84.99,7,828-5,N,,41273,,원곡동
,공작한양(고층),1992,,,,"24,200",22,6,2022,중개거래,경기 안산단원구,42.615,15,1085,N,,41273,,선부동
,롯데캐슬더퍼스트,2018,,,,"57,900",28,7,2022,중개거래,경기 안산단원구,74.97,10,801,N,,41273,,초지동
,센트럴푸르지오,2018,,,,"80,000",20,7,2022,중개거래,경기 안산단원구,84.9529,24,851,N,,41273,,고잔동
,주공그린빌13단지,2002,,,,"34,400",28,7,2022,중개거래,경기 안산단원구 경기 안양동안구,51.89,3,724,N,,41273,,초지동
,서해그랑블,2004,,,,"50,000",22,7,2022,중개거래,경기 안산단원구,84.962,9,741,N,,41273,,초지동
,초지역메이저타운푸르지오메트로단지,2019,,,,"49,500",16,7,2022,중개거래,경기 안산단원구,48.3659,9,803,N,,41273,,초지동
,호수마을풍림,2000,,,,"48,000",26,7,2022,중개거래,경기 안산단원구,84.96,5,731,N,,41273,,초지동
,호수마을풍림,2000,,,,"61,000",27,7,2022,직거래,,118.96,10,731,N,,41273,,초지동
,군자주공12,1991,,,,"25,000",26,7,2022,중개거래,경기 안산단원구,38.64,1,1078,N,,41273,,선부동
,삼익,1998,,,,"40,000",13,7,2022,중개거래,경기 안산단원구,131.55,1,1438,N,,41273,,신길동
,주공그린빌13단지,2002,,,,"33,000",22,7,2022,중개거래,경기 고양덕양구 경기 안산단원구,51.89,8,724,N,,41273,,초지동
,안산8차푸르지오,2006,,,,"42,000",18,8,2022,중개거래,경기 안산단원구,84.9897,2,937,N,,41273,,원곡동
,주공(9단지),1986,,22.11.21,O,"35,200",28,8,2022,중개거래,경기 시흥시 경기 안양동안구,54.9,5,672,N,,41273,,고잔동
,주공그린빌9,2001,,,,"54,400",27,8,2022,중개거래,경기 안산시 상록구,84.7,3,765,N,,41273,,고잔동
,서해그랑블,2004,,,,"56,500",31,8,2022,중개거래,경기 안산단원구,114.785,16,741,N,,41273,,초지동
,안산라프리모,2020,,,,"64,000",24,8,2022,중개거래,경기 안산단원구,84.9673,17,1188,N,,41273,,선부동
,군자주공11,1990,,,,"28,000",23,8,2022,중개거래,경기 안산단원구,39.66,4,1078,N,,41273,,선부동
,대우푸르지오5,2003,,,,"48,000",25,8,2022,중개거래,경기 안산단원구,63.013,15,712,N,,41273,,고잔동
,대우푸르지오5,2003,,,,"60,000",23,8,2022,중개거래,경기 안산단원구,84.916,15,712,N,,41273,,고잔동
,주공(9단지),1986,,,,"36,500",20,8,2022,중개거래,경기 안산단원구,54.9,12,672,N,,41273,,고잔동
,주공그린빌13단지,2002,,,,"23,200",20,8,2022,중개거래,경기 안산단원구,39.89,5,724,N,,41273,,초지동
,주공그린빌11,2003,,,,"39,000",21,9,2022,중개거래,경기 안산단원구,84.99,2,723,N,,41273,,초지동
,단원마을금강펜테리움,2002,,,,"55,000",27,9,2022,직거래,,84.694,13,714,N,,41273,,고잔동
,주공8,1987,,,,"30,000",27,9,2022,중개거래,경기 안산단원구,54.9,3,671,N,,41273,,고잔동
,주공그린빌11,2003,,22.10.22,O,"39,000",21,9,2022,중개거래,경기 안산단원구,84.99,2,723,N,,41273,,초지동
,안산메트로타운푸르지오힐스테이트,2018,,,,"48,000",30,9,2022,중개거래,경기 안산단원구,59.9683,9,1177,N,,41273,,선부동
,주공8,1987,,,,"30,000",20,9,2022,중개거래,경기 안산단원구,64.62,2,671,N,,41273,,고잔동
,안산라프리모,2020,,,,"59,600",15,9,2022,중개거래,경기 안산단원구 경기 화성시,84.9673,29,1188,N,,41273,,선부동
,안산8차푸르지오,2006,,,,"46,500",30,9,2022,중개거래,경기 안산단원구,84.9897,17,937,N,,41273,,원곡동
,초지역메이저타운푸르지오에코단지,2019,,,,"54,000",15,9,2022,직거래,,49.4932,19,1001,N,,41273,,원곡동
,그린빌18,2001,,,,"22,200",19,9,2022,중개거래,경기 안산시 단원구,39.3,7,738,N,,41273,,초지동
,천년가리더스카이,2020,,,,"42,000",3,10,2022,중개거래,경기 안산단원구,74.9807,3,885,N,,41273,,와동
,초지역메이저타운푸르지오에코단지,2019,,,,"50,000",3,10,2022,중개거래,경기 안산단원구,49.4932,28,1001,N,,41273,,원곡동
,군자주공10,1989,,,,"32,500",31,10,2022,중개거래,경기 안산단원구,39.27,2,1069,N,,41273,,선부동
,안산메트로타운푸르지오힐스테이트,2018,,,,"60,000",30,10,2022,중개거래,경기 안산단원구,84.508,22,1177,N,,41273,,선부동
,한화꿈에그린,2006,,,,"39,500",12,10,2022,중개거래,경기 안산단원구,59.9254,7,847,N,,41273,,원곡동
,군자주공9,1989,,,,"29,900",25,10,2022,중개거래,경기 안산단원구,39.66,1,967,N,,41273,,선부동
,안산라프리모,2020,,,,"50,000",29,10,2022,중개거래,경기 안산단원구,74.8727,27,1188,N,,41273,,선부동
,벽산블루밍,2004,,,,"34,500",28,10,2022,중개거래,경기 안산단원구,59.95,3,828-5,N,,41273,,원곡동
,군자주공12,1991,,,,"22,000",19,10,2022,중개거래,경기 안산단원구,38.64,7,1078,N,,41273,,선부동
,주공7,1987,,,,"26,800",20,10,2022,중개거래,경기 안산단원구,54.9,12,670,N,,41273,,고잔동
,공작한양(고층),1992,,,,"18,800",30,11,2022,직거래,,28.215,4,1085,N,,41273,,선부동
,군자주공12,1991,,,,"20,500",28,11,2022,중개거래,경기 안산단원구,38.64,13,1078,N,,41273,,선부동
,안산메트로타운푸르지오힐스테이트,2018,,,,"39,000",27,11,2022,중개거래,경기 안산단원구,59.8227,5,1177,N,,41273,,선부동
,주공그린빌14단지,2002,,,,"30,000",24,11,2022,중개거래,경기 안산단원구,59.88,8,725,N,,41273,,초지동
,푸르지오1차,2001,,,,"69,000",30,11,2022,직거래,,95.4946,14,781,N,,41273,,고잔동
,주공6,1986,,23.03.14,O,"47,000",22,11,2022,중개거래,경기 안산단원구,47.1,2,676-2,N,,41273,,고잔동
,주공6,1986,,,,"35,500",28,11,2022,중개거래,경기 안산단원구,39.72,3,676-2,N,,41273,,고잔동
,주공8,1987,,,,"28,000",30,11,2022,중개거래,경기 안산단원구,54.9,10,671,N,,41273,,고잔동
,호수마을풍림,2000,,,,"52,000",16,11,2022,중개거래,경기 안산단원구,142.78,8,731,N,,41273,,초지동
,호수마을풍림,2000,,,,"58,000",19,11,2022,직거래,,118.96,10,731,N,,41273,,초지동
,안산메트로타운푸르지오힐스테이트,2018,,23.06.16,O,"46,500",29,12,2022,중개거래,경기 안산시단원구,74.4993,26,1177,N,,41273,,선부동
,벽산블루밍,2004,,,,"37,500",23,12,2022,중개거래,경기 안산단원구,84.99,12,828-5,N,,41273,,원곡동
,호수마을풍림,2000,,,,"35,300",29,12,2022,중개거래,경기 안산단원구,74.35,10,731,N,,41273,,초지동
,주공그린빌13단지,2002,,,,"27,900",27,12,2022,중개거래,경기 안산단원구,51.75,6,724,N,,41273,,초지동
,군자주공15(저층),1992,,,,"24,200",26,12,2022,직거래,,39.61,5,1080,N,,41273,,선부동
,네오빌6단지,2000,,,,"41,000",28,12,2022,직거래,,84.5,11,767,N,,41273,,고잔동
,고잔롯데캐슬골드파크,2018,,,,"50,000",26,12,2022,중개거래,경기 안산단원구,59.98,22,852,N,,41273,,고잔동
,e편한세상선부파크플레이스2차,2018,,,,"40,000",29,12,2022,중개거래,경기 안산단원구,59.98,13,1186,N,,41273,,선부동
,초지역메이저타운푸르지오메트로단지,2019,,,,"41,900",30,12,2022,중개거래,경기 안산단원구,48.3659,12,803,N,,41273,,초지동
,안산메트로타운푸르지오힐스테이트,2018,,,,"42,500",30,12,2022,중개거래,경기 안산단원구,74.7692,34,1177,N,,41273,,선부동
2011,서해그랑블,2004,,,,"32,500",17,1,2023,중개거래,경기 광명시 경기 안산상록구,71.939,1,741,N,23.04.12,41273,,초지동
611,네오빌6단지,2000,,,,"41,500",16,1,2023,중개거래,경기 안산단원구,75.51,4,767,N,23.04.10,41273,,고잔동
118,호수마을풍림,2000,,,,"33,000",31,1,2023,중개거래,경기 안산단원구,74.35,5,731,N,23.04.07,41273,,초지동
806,주공그린빌8,2001,,,,"42,000",30,1,2023,중개거래,경기 안산단원구,75.62,9,766,N,23.04.07,41273,,고잔동
103,초지역메이저타운푸르지오에코단지,2019,,,,"43,000",28,1,2023,중개거래,경기 안산단원구,49.4932,34,1001,N,23.04.17,41273,,원곡동
711,주공7,1987,,,,"35,500",26,1,2023,직거래,,75.24,2,670,N,23.03.17,41273,,고잔동
303,푸르지오3차,2003,,,,"60,000",31,1,2023,중개거래,경기 안산단원구,101.95,1,728,N,23.06.21,41273,,고잔동
103,센트럴푸르지오,2018,,,,"70,000",30,1,2023,중개거래,경기 안산단원구,84.9529,14,851,N,23.02.24,41273,,고잔동
525,주공5,1986,,,,"33,000",27,1,2023,직거래,,46.74,1,675,N,23.02.17,41273,,고잔동
905,주공그린빌9,2001,,,,"40,000",27,1,2023,중개거래,경기 안산단원구,75.79,15,765,N,23.04.12,41273,,고잔동
110동,안산푸르지오브리파크,2023,,,,"45,400",7,2,2023,중개거래,경기 안산시 단원구,59.9692,13,1003,N,24.05.22,41273,,원곡동
1307,주공그린빌13단지,2002,,,,"17,200",26,2,2023,중개거래,경기 안산단원구,39.38,3,724,N,23.05.22,41273,,초지동
107,벽산블루밍,2004,,,,"38,000",22,2,2023,중개거래,경기 안산단원구,73.8,13,828-5,N,23.04.28,41273,,원곡동
104,푸르지오1차,2001,,,,"45,000",23,2,2023,중개거래,인천 중구,84.7828,13,781,N,23.03.23,41273,,고잔동
1301,주공그린빌13단지,2002,,,,"28,700",24,2,2023,중개거래,경기 안산단원구,51.75,8,724,N,23.05.31,41273,,초지동
111,동명벽산블루밍,2010,,,,"48,000",20,2,2023,중개거래,경기 안산단원구,84.94,16,1082,N,23.05.31,41273,,선부동
105동,안산메트로타운푸르지오힐스테이트,2018,,,,"37,000",23,2,2023,중개거래,경기 안산단원구,59.8167,8,1177,N,23.05.19,41273,,선부동
203,수정한양,1991,,,,"25,600",24,2,2023,중개거래,경기 안산단원구,49.98,2,1086,N,23.04.20,41273,,선부동
1206,군자주공12,1991,,,,"20,000",28,2,2023,중개거래,경기 안산단원구,38.64,4,1078,N,23.04.27,41273,,선부동
108,힐스테이트중앙,2018,,,,"60,000",27,2,2023,중개거래,경기 안산단원구,59.9929,21,853,N,23.05.02,41273,,고잔동
107동,안산푸르지오브리파크,2023,,,,"50,000",21,3,2023,중개거래,경기 안산시 단원구,59.8555,19,1003,N,24.05.30,41273,,원곡동
101동,안산푸르지오브리파크,2023,,,,"31,000",15,3,2023,중개거래,경기 안산시 단원구,49.7492,7,1003,N,24.06.07,41273,,원곡동
105,센트럴푸르지오,2018,,,,"80,000",7,3,2023,중개거래,경기 안산단원구,84.9529,31,851,N,23.05.19,41273,,고잔동
102,두산위브,2004,,,,"29,000",11,3,2023,중개거래,경기 안산단원구,59.991,14,1445,N,23.05.12,41273,,신길동
104,경남아너스빌,2005,,,,"40,500",30,3,2023,중개거래,경기 안산단원구,84.99,7,938,N,23.06.02,41273,,원곡동
107,힐스테이트중앙,2018,,,,"59,800",31,3,2023,중개거래,경기 안산단원구,59.9929,37,853,N,23.05.26,41273,,고잔동
808,주공그린빌8,2001,,,,"48,000",28,3,2023,중개거래,경기 안산단원구,84.7,15,766,N,23.05.26,41273,,고잔동
103,보네르빌리지,2001,,,,"55,000",30,3,2023,중개거래,경기 안산단원구,116.843,5,778,N,23.08.30,41273,,고잔동
1017,서해그랑블,2004,,,,"51,000",31,3,2023,중개거래,경기 안산단원구,100.994,15,741,N,23.06.29,41273,,초지동
103,초지역메이저타운푸르지오파크단지,2019,,,,"59,300",28,3,2023,중개거래,경기 안산단원구,72.7925,3,802,N,23.06.30,41273,,초지동
524,주공5,1986,,,,"38,000",21,4,2023,중개거래,경기 안산단원구,47.1,1,675,N,23.07.03,41273,,고잔동
102동,천년가리더스카이,2020,,,,"37,750",26,4,2023,중개거래,경기 안산단원구,59.126,14,885,N,23.10.06,41273,,와동
2008,서해그랑블,2004,,,,"42,800",24,4,2023,중개거래,경기 안산단원구,84.962,6,741,N,23.06.13,41273,,초지동
105,고잔롯데캐슬골드파크,2018,,,,"53,900",29,4,2023,중개거래,경기 안산단원구,59.97,8,852,N,23.06.28,41273,,고잔동
,주공5,1986,,23.09.07,O,"40,000",27,4,2023,중개거래,경기 안산시단원구,47.1,1,675,N,,41273,,고잔동
104,경남아너스빌,2005,,,,"42,500",24,4,2023,중개거래,경기 안산단원구,84.99,18,938,N,23.07.13,41273,,원곡동
106동,안산레이크타운푸르지오,2016,,,,"80,500",19,4,2023,중개거래,경기 안산단원구,84.8211,16,782,N,23.06.20,41273,,고잔동
813,안산8차푸르지오,2006,,,,"40,700",22,4,2023,중개거래,경기 안산단원구,84.9897,15,937,N,23.06.09,41273,,원곡동
110동,안산레이크타운푸르지오,2016,,,,"77,000",22,4,2023,중개거래,경기 안산단원구,84.8499,11,782,N,23.08.11,41273,,고잔동
107동,안산레이크타운푸르지오,2016,,,,"89,500",28,4,2023,중개거래,경기 안산단원구 경기 안산상록구,84.8211,22,782,N,23.07.31,41273,,고잔동
104,초지역메이저타운푸르지오메트로단지,2019,,,,"41,500",18,5,2023,중개거래,경기 시흥시 경기 안산단원구,48.3659,1,803,N,23.08.24,41273,,초지동
111,경남아너스빌,2005,,,,"32,500",18,5,2023,중개거래,경기 안산단원구,59.99,2,938,N,23.08.21,41273,,원곡동
1123,군자주공11,1990,,,,"23,500",31,5,2023,중개거래,경기 안산단원구,39.66,1,1078,N,23.07.27,41273,,선부동
102동,이편한세상선부역어반스퀘어,2020,,,,"55,000",3,5,2023,중개거래,경기 안산단원구,74.95,8,1189,N,23.07.28,41273,,선부동
108,공작한양(저층),1992,,,,"29,700",25,5,2023,중개거래,경기 안산단원구,70.0025,2,1085,N,23.07.25,41273,,선부동
1506,그린빌15(해맑음마을),2002,,,,"34,700",29,5,2023,중개거래,경기 안산단원구,59.97,6,736,N,23.08.31,41273,,초지동
810,안산8차푸르지오,2006,,,,"41,875",30,5,2023,중개거래,경기 안산단원구,84.9897,21,937,N,23.11.07,41273,,원곡동
105동,이편한세상선부역어반스퀘어,2020,,,,"41,000",25,5,2023,직거래,,49.97,6,1189,N,23.06.28,41273,,선부동
102,힐스테이트중앙,2018,,,,"75,000",27,5,2023,중개거래,경기 안산단원구,74.9729,14,853,N,23.07.25,41273,,고잔동
그린빌 1407동,주공그린빌14단지,2002,,,,"33,800",26,5,2023,중개거래,경기 안산단원구,59.76,9,725,N,23.08.04,41273,,초지동
108동,안산푸르지오브리파크,2023,,,,"71,000",1,6,2023,중개거래,경기 안산시 단원구,84.6097,24,1003,N,24.05.31,41273,,원곡동
104,초지역메이저타운푸르지오파크단지,2019,,,,"58,000",23,6,2023,중개거래,경기 안산단원구,59.9333,23,802,N,23.09.26,41273,,초지동
108,힐스테이트중앙,2018,,,,"62,000",9,6,2023,중개거래,경기 안산단원구,59.9929,5,853,N,23.09.27,41273,,고잔동
133,호수공원(대림1),2001,,,,"58,000",15,6,2023,중개거래,경기 안산단원구,87.152,6,720,N,23.08.25,41273,,고잔동
105,벽산블루밍,2004,,,,"41,000",18,6,2023,중개거래,경기 시흥시 경기 안산단원구,84.99,18,828-5,N,23.07.26,41273,,원곡동
1,동화펠리스,2009,,,,"23,000",30,6,2023,직거래,,84.93,5,616-5,N,23.08.01,41273,,고잔동
103동,안산메트로타운푸르지오힐스테이트,2018,,,,"45,500",16,6,2023,중개거래,경기 안산단원구,74.7692,18,1177,N,23.10.11,41273,,선부동
107동,안산레이크타운푸르지오,2016,,,,"84,000",29,6,2023,중개거래,경기 안산단원구,84.6732,19,782,N,23.10.16,41273,,고잔동
809,주공그린빌8,2001,,,,"44,300",27,6,2023,중개거래,경기 안산단원구,75.58,3,766,N,23.10.18,41273,,고잔동
1811,그린빌18,2001,,,,"20,500",27,6,2023,중개거래,경기 안산시 단원구,39.99,7,738,N,23.11.06,41273,,초지동
405,푸르지오4차,2003,,,,"54,300",26,7,2023,중개거래,경기 안산단원구,77.8241,13,702,N,23.11.03,41273,,고잔동
811,안산8차푸르지오,2006,,,,"49,200",21,7,2023,중개거래,경기 안산단원구,114.9794,8,937,N,23.10.30,41273,,원곡동
107,초지역메이저타운푸르지오메트로단지,2019,,,,"83,000",4,7,2023,중개거래,경기 안산단원구,84.5027,32,803,N,23.10.06,41273,,초지동
104,안산신길온천역휴먼빌,2005,,,,"34,800",7,7,2023,중개거래,경기 안산단원구,84.9773,6,1446,N,23.09.27,41273,,신길동
101,안산아이파크,2013,,,,"47,000",18,7,2023,중개거래,경기 안산단원구,84.42,8,1679,N,23.08.30,41273,,신길동
912,주공그린빌9,2001,,,,"46,500",30,7,2023,중개거래,경기 안산단원구,75.82,15,765,N,23.10.19,41273,,고잔동
108,e편한세상초지역센트럴포레,2021,,,,"53,000",12,7,2023,중개거래,경기 안산단원구,59.974,8,1002,N,23.08.28,41273,,원곡동
530,주공5,1986,,,,"35,800",26,7,2023,중개거래,경기 안산단원구,39.72,1,675,N,23.10.04,41273,,고잔동
104,한화꿈에그린,2006,,,,"49,000",30,7,2023,중개거래,경기 안산단원구,84.9146,6,847,N,23.10.27,41273,,원곡동
114,벽산블루밍,2004,,,,"39,800",29,7,2023,중개거래,경기 안산단원구,84.99,3,828-5,N,23.11.24,41273,,원곡동
108동,안산푸르지오브리파크,2023,,,,"53,000",10,8,2023,중개거래,경기 안산시 단원구,72.7611,24,1003,N,24.05.28,41273,,원곡동
107동,안산레이크타운푸르지오,2016,,,,"85,000",21,8,2023,중개거래,경기 안산단원구 경기 안산상록구,84.8211,10,782,N,24.01.12,41273,,고잔동
그린빌 1409동,주공그린빌14단지,2002,,,,"33,800",19,8,2023,중개거래,경기 안산단원구,59.88,6,725,N,23.11.10,41273,,초지동
109,보네르빌리지,2001,,,,"49,000",12,8,2023,중개거래,경기 안산상록구,89.081,1,778,N,23.11.10,41273,,고잔동
108,힐스테이트중앙,2018,,,,"64,400",27,8,2023,중개거래,경기 안산단원구,59.9929,32,853,N,23.10.27,41273,,고잔동
232,수정한양,1991,,,,"29,500",29,8,2023,중개거래,경기 안산단원구,73.9118,1,1086,N,23.11.15,41273,,선부동
104,초지역메이저타운푸르지오에코단지,2019,,,,"57,300",25,8,2023,중개거래,경기 안산단원구,59.5958,29,1001,N,23.10.31,41273,,원곡동
101,고잔롯데캐슬골드파크,2018,,,,"69,900",28,8,2023,중개거래,경기 안산단원구,84.96,6,852,N,23.11.15,41273,,고잔동
102동,이편한세상선부역어반스퀘어,2020,,,,"51,000",24,8,2023,중개거래,경기 안산단원구,59.93,6,1189,N,23.10.30,41273,,선부동
111동,안산레이크타운푸르지오,2016,,,,"85,500",31,8,2023,중개거래,경기 안산단원구,84.8499,31,782,N,23.10.27,41273,,고잔동
132,호수공원(대림1),2001,,,,"56,000",21,9,2023,중개거래,경기 안산상록구 경기 화성시,87.152,14,720,N,23.11.30,41273,,고잔동
109,삼익,1998,,,,"23,800",3,9,2023,중개거래,경기 안산단원구,59.59,19,1438,N,23.10.26,41273,,신길동
402,휴먼시아4단지,2012,,,,"40,000",27,9,2023,중개거래,경기 안산단원구,74.53,15,1537,N,23.11.22,41273,,신길동
908,주공(9단지),1986,,,,"34,000",27,9,2023,중개거래,경기 안산단원구,61.52,14,672,N,23.11.29,41273,,고잔동
612,네오빌6단지,2000,,,,"47,000",18,9,2023,중개거래,경기 안산단원구 경기 안산상록구,75.51,8,767,N,23.12.22,41273,,고잔동
103,안산라프리모,2020,,,,"61,000",23,9,2023,중개거래,경기 시흥시 경기 안산단원구,84.9673,21,1188,N,23.11.22,41273,,선부동
104,안산라프리모,2020,,,,"50,000",23,9,2023,중개거래,경기 안산단원구,74.926,25,1188,N,23.12.12,41273,,선부동
101동,천년가리더스카이,2020,,,,"35,000",23,9,2023,중개거래,경기 안산단원구,59.654,20,885,N,23.11.15,41273,,와동
1204,군자주공12,1991,,,,"23,300",27,9,2023,중개거래,경기 안산단원구,38.64,11,1078,N,23.10.31,41273,,선부동
105,안산라프리모,2020,,,,"49,000",26,9,2023,중개거래,경기 안산단원구,59.4885,18,1188,N,23.12.01,41273,,선부동
